Binomial.1.2,order,family,genus,iucn_status,common_name,guild_with_omnivore,guild_only_herbivory,fermentation_simple,trophic_level_herbivore,source_herbi,herbivore_fg_own,herbi_body_mass_bins,mass_kg,mass_kg_carni,maximum_prey_size,largest_accessible_prey_size,prey_range_bins,group_hunting,hunting_style,carnivore_fg_own,source_carni,trophic_level_carni,trophic_level,species,browser,grazer,mixed_feeder,omnivore,feeding_type,fermentation_type,mr_mass_kg,hempson_herbivore_group,trophic_level_hempson
Dendrolagus_inustus,Diprotodontia,Macropodidae,Dendrolagus,VU,Grizzled Tree Kangaroo,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,2,13.0313,,,,,,,,,,small herbivore,Dendrolagus inustus,1,0,0,0,Browser,Foregut,9.773475,,
Dendrolagus_scottae,Diprotodontia,Macropodidae,Dendrolagus,CR,Tenkile,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,10.375,,,,,,,,,,small herbivore,Dendrolagus scottae,1,0,0,0,Browser,Foregut,7.78125,,
Dendrolagus_ursinus,Diprotodontia,Macropodidae,Dendrolagus,VU,Vogelkop Tree Kangaroo,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,2,13.25,,,,,,,,,,small herbivore,Dendrolagus ursinus,1,0,0,0,Browser,Foregut,9.9375,,
Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,Dicerorhinus,CR,Sumatran Rhinoceros,Browser,Browser,Hindgut,megaherbivore,HerbiTRAITS,s4BrowserHindgut,10,1266.667,,,,,,,,,,megaherbivore,Dicerorhinus sumatrensis,1,0,0,0,Browser,Hindgut,950.00025,,
Diceros_bicornis,Perissodactyla,Rhinocerotidae,Diceros,CR,Black Rhinoceros,Browser,Browser,Hindgut,megaherbivore,HerbiTRAITS,s4BrowserHindgut,10,1180.5109,,,,,,,,,,megaherbivore,Diceros bicornis,1,0,0,0,Browser,Hindgut,885.383175,Nonruminants,Nonruminants
Dinomys_branickii,Rodentia,Dinomyidae,Dinomys,VU,Pacarana,Browser,Browser,Hindgut,small herbivore,HerbiTRAITS,s1BrowserHindgut,1,12.5,,,,,,,,,,small herbivore,Dinomys branickii,1,0,0,0,Browser,Hindgut,9.375,,
Dorcatragus_megalotis,Cetartiodactyla,Bovidae,Dorcatragus,VU,Beira,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,1,10.2499,,,,,,,,,,small herbivore,Dorcatragus megalotis,1,0,0,0,Browser,Foregut,7.687425,Small nonsocial browsers,Small nonsocial browsers
Elaphodus_cephalophus,Cetartiodactyla,Cervidae,Elaphodus,NT,Tufted Deer,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,5,33.5,,,,,,,,,,small herbivore,Elaphodus cephalophus,0,0,1,0,Mixed Feeder,Foregut,25.125,,
Elaphurus_davidianus,Cetartiodactyla,Cervidae,Elaphurus,CR,Pere David's Deer,Mixed Feeder,Mixed Feeder,Foregut,large herbivore,HerbiTRAITS,s3Mixed FeederForegut,8,149,,,,,,,,,,large herbivore,Elaphurus davidianus,0,0,1,0,Mixed Feeder,Foregut,111.75,,
Elephas_maximus,Proboscidea,Elephantidae,Elephas,EN,Asian Elephant,Mixed Feeder,Mixed Feeder,Hindgut,megaherbivore,HerbiTRAITS,s4Mixed FeederHindgut,10,3160,,,,,,,,,,megaherbivore,Elephas maximus,0,0,1,0,Mixed Feeder,Hindgut,2370,,
Enhydra_lutris,Carnivora,Mustelidae,Enhydra,EN,,,,,small herbivore,Phylacine,not_complete,4,23.5,,,,,,,,,,small herbivore,Enhydra lutris,,,,,Predator,Shortgut,17.625,,
Equus_africanus,Perissodactyla,Equidae,Equus,CR,African Wild Ass,Mixed Feeder,Mixed Feeder,Hindgut,large herbivore,HerbiTRAITS,s3Mixed FeederHindgut,9,275,,,,,,,,,,large herbivore,Equus africanus,0,0,1,0,Mixed Feeder,Hindgut,206.25,Nonruminants,Nonruminants
Equus_ferus,Perissodactyla,Equidae,Equus,EN,Wild horse,Grazer,Grazer,Hindgut,large herbivore,HerbiTRAITS,s3GrazerHindgut,8,200,,,,,,,,,,large herbivore,Equus ferus,0,1,0,0,Grazer,Hindgut,150,,
Equus_grevyi,Perissodactyla,Equidae,Equus,EN,Grevy's Zebra,Grazer,Grazer,Hindgut,large herbivore,HerbiTRAITS,s3GrazerHindgut,9,350,,,,,,,,,,large herbivore,Equus grevyi,0,1,0,0,Grazer,Hindgut,262.5,Nonruminants,Nonruminants
Equus_hemionus,Perissodactyla,Equidae,Equus,NT,Asiatic Wild Ass,Mixed Feeder,Mixed Feeder,Hindgut,large herbivore,HerbiTRAITS,s3Mixed FeederHindgut,8,200,,,,,,,,,,large herbivore,Equus hemionus,0,0,1,0,Mixed Feeder,Hindgut,150,,
Equus_kiang,Perissodactyla,Equidae,Equus,LC,Kiang,Grazer,Grazer,Hindgut,large herbivore,HerbiTRAITS,s3GrazerHindgut,9,250,,,,,,,,,,large herbivore,Equus kiang,0,1,0,0,Grazer,Hindgut,187.5,,
Equus_quagga,Perissodactyla,Equidae,Equus,NT,Plains Zebra,Grazer,Grazer,Hindgut,large herbivore,HerbiTRAITS,s3GrazerHindgut,8,175,,,,,,,,,,large herbivore,Equus quagga,0,1,0,0,Grazer,Hindgut,131.25,Nonruminants,Nonruminants
Equus_zebra,Perissodactyla,Equidae,Equus,VU,Mountain Zebra,Grazer,Grazer,Hindgut,large herbivore,HerbiTRAITS,s3GrazerHindgut,9,240,,,,,,,,,,large herbivore,Equus zebra,0,1,0,0,Grazer,Hindgut,180,Nonruminants,Nonruminants
Erignathus_barbatus,Carnivora,Phocidae,Erignathus,LC,,,,,large herbivore,Phylacine,not_complete,9,280,,,,,,,,,,large herbivore,Erignathus barbatus,,,,,Predator,Shortgut,210,,
Eudorcas_albonotata,Cetartiodactyla,Bovidae,Eudorcas,LC,Mongalla Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,25,,,,,,,,,,small herbivore,Eudorcas albonotata,0,0,1,0,Mixed Feeder,Foregut,18.75,Medium-sized social mixed diets,Medium-sized social mixed diets
Eudorcas_rufifrons,Cetartiodactyla,Bovidae,Eudorcas,VU,Red-fronted Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,26.9998,,,,,,,,,,small herbivore,Eudorcas rufifrons,0,0,1,0,Mixed Feeder,Foregut,20.24985,Medium-sized social mixed diets,Medium-sized social mixed diets
Eudorcas_rufina,Cetartiodactyla,Bovidae,Eudorcas,DD,,,,,small herbivore,Phylacine,not_complete,5,40,,,,,,,,,,small herbivore,Eudorcas rufina,,,,,Predator,Shortgut,30,,
Eudorcas_thomsonii,Cetartiodactyla,Bovidae,Eudorcas,NT,Thomson's Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,3,20.4998,,,,,,,,,,small herbivore,Eudorcas thomsonii,0,0,1,0,Mixed Feeder,Foregut,15.37485,Medium-sized social mixed diets,Medium-sized social mixed diets
Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias,NT,,,,,large herbivore,Phylacine,not_complete,9,310,,,,,,,,,,large herbivore,Eumetopias jubatus,,,,,Predator,Shortgut,232.5,,
Gazella_bennettii,Cetartiodactyla,Bovidae,Gazella,LC,Chinkara,Browser,Browser,Foregut,small herbivore,HerbiTRAITS,s1BrowserForegut,3,18.9167,,,,,,,,,,small herbivore,Gazella bennettii,1,0,0,0,Browser,Foregut,14.187525,,
Gazella_cuvieri,Cetartiodactyla,Bovidae,Gazella,VU,Cuvier's Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,25,,,,,,,,,,small herbivore,Gazella cuvieri,0,0,1,0,Mixed Feeder,Foregut,18.75,,
Gazella_dorcas,Cetartiodactyla,Bovidae,Gazella,VU,Dorcas Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,4,23.0001,,,,,,,,,,small herbivore,Gazella dorcas,0,0,1,0,Mixed Feeder,Foregut,17.250075,Medium-sized social mixed diets,Medium-sized social mixed diets
Gazella_gazella,Cetartiodactyla,Bovidae,Gazella,VU,Mountain Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,3,22.7499,,,,,,,,,,small herbivore,Gazella gazella,0,0,1,0,Mixed Feeder,Foregut,17.062425,,
Gazella_leptoceros,Cetartiodactyla,Bovidae,Gazella,EN,Slender-horned Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,3,22.2,,,,,,,,,,small herbivore,Gazella leptoceros,0,0,1,0,Mixed Feeder,Foregut,16.65,,
Gazella_marica,Cetartiodactyla,Bovidae,Gazella,VU,Arabian Sand Gazelle,Mixed Feeder,Mixed Feeder,Foregut,small herbivore,HerbiTRAITS,s1Mixed FeederForegut,3,20.2,,,,,,,,,,small herbivore,Gazella marica,0,0,1,0,Mixed Feeder,Foregut,15.15,,
