NAME,WDPAID,WDPA_PID,PA_DEF,ORIG_NAME,DESIG_ENG,DESIG_TYPE,GIS_AREA,STATUS,VERIF,MAP,MAT,elevation_mean,Biome,fire_events_since_2001,n_deposition,prop_burned_area,woody_trend_venter2019,canopy_height_sd100,canopy_height_mean,tree_cover_sd100,tree_cover_mean,tree_cover_mean_scaled,sp1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,spatial_predictor1
Grasslands Safaris,555570229,555570229,1,Grasslands Safaris,Nature Reserve,National,30.9732137170473,Designated,State Verified,608.531707317073,16.8207317073171,1385.28231525967,Grassland,0.0220588235294118,549.210327148438,0.0220588235294118,0.534574920167196,2.44351534432231,1.79458223128886,8.7760641399772,8.42085854216437,-0.601253252648855,0.0038227171597234,0.00379015718970826,0.00348935349441938,0.00340686817444589,0.00424484009545765,0.0038227171597234
Greylingsdrif Private Nature Reserve,555570230,555570230,1,Greylingsdrif Private Nature Reserve,Nature Reserve,National,14.7541620588546,Designated,State Verified,530.890909090909,17.5818181818182,1303.11471442401,Savanna,0.0149253731343284,507.3505859375,0,0.164189986532587,1.87065091470664,1.19993601542854,5.85462461593926,4.58434292671192,-0.755873197083183,0.00405725783071791,0.00393746144050927,0.00361597598633253,0.00383189995889361,0.00463535454563071,0.00405725783071791
Grootfontein Private Nature Reserve - Jacobsdal,555570231,555570231,1,Grootfontein Private Nature Reserve - Jacobsdal,Nature Reserve,National,8.43172779227004,Designated,State Verified,421.938461538462,18.3038461538462,1168.36908783784,Savanna,0.075,328.569213867188,0.075,0.0453747061640929,0.785048536988932,0.313618720820722,2.58115322596741,1.13265157622674,-0.89498388456921,-0.00256380201704479,-0.00239277732697589,-0.002404454346384,-0.00238488902259887,-0.00188453426042107,-0.00256380201704479
Grootfontein Private Nature Reserve - Philippolis,555570232,555570232,1,Grootfontein Private Nature Reserve - Philippolis,Nature Reserve,National,46.5309029195797,Designated,State Verified,395.246031746032,17.302380952381,1350.99625355912,Grassland,0.259433962264151,287.950744628906,0.259433962264151,0.147143922375436,0.0410799987052394,0.0148970384365394,0.118930787756406,0.0443031956689066,-0.938846697338498,-0.00601039584687809,-0.00569766965075775,-0.00555259968756413,-0.00544869353164959,-0.00486055933903106,-0.00601039584687809
Gruisfontein Private Nature Reserve,555570233,555570233,1,Gruisfontein Private Nature Reserve,Nature Reserve,National,5.7806761001367,Designated,State Verified,637.666666666667,15.25,1500.06095791001,Grassland,0.304347826086957,497.847290039063,0.304347826086957,0.461098830037548,0.921467341664509,0.372798776214055,3.03277832592328,1.35137779722028,-0.88616874095292,0.00208000743698984,0.00199481341482172,0.00177006030002342,0.00209545398505556,0.00289818797909982,0.00208000743698984
Hartenbosch Private Nature Reserve,555570234,555570234,1,Hartenbosch Private Nature Reserve,Nature Reserve,National,41.2399402464366,Designated,State Verified,591.756363636364,16.9718181818182,1363.96847002068,Grassland,0.0478723404255319,475.594299316406,0,0.698526551065283,0.519340840482536,0.272043545418364,1.74227803579849,1.16272781743857,-0.893771746470192,0.00378745336022999,0.00372245337128732,0.00344109740443691,0.00349070429160008,0.00416789278823576,0.00378745336022999
Heelbo Game Ranch,555570235,555570235,1,Heelbo Game Ranch,Nature Reserve,National,33.3502177113564,Designated,State Verified,692.254545454546,14.5568181818182,1649.15471376889,Grassland,0.033112582781457,556.246032714844,0.00662251655629139,0.515733000960999,1.47350870494156,0.878292600883471,5.15705927202959,3.75203947858619,-0.789416840795557,0.00831898023454682,0.00806324812151062,0.0078844724924357,0.0077402829092219,0.00849840415447888,0.00831898023454682
Highlands Reserve,555570236,555570236,1,Highlands Reserve,Nature Reserve,National,28.8658196015087,Designated,State Verified,572.514634146342,17.0914634146342,1325.77677261614,Grassland,0.0303030303030303,431.785934448242,0,-0.20424011794025,1.00149199009776,0.573275103326455,2.9743705554142,2.10711802449212,-0.855710761979263,0.000885318149991051,0.000906371740051406,0.000802554264051533,0.000862055227937192,0.00141340771895169,0.000885318149991051
Highlands Safari Lodge,555570237,555570237,1,Highlands Safari Lodge,Nature Reserve,National,15.175081497493,Designated,State Verified,683.238461538462,14.25,1581.43365921788,Grassland,0.739130434782609,433.324401855469,0.608695652173913,0.609377110747352,0.830058570394138,0.366316968458437,2.80131001477966,1.53292495277473,-0.878851994738991,0.000719524210539452,0.0007243112174298,0.000526153028352196,0.000695077902508902,0.00145689955537852,0.000719524210539452
Hoekfontein Reserve,555570238,555570238,1,Hoekfontein Reserve,Nature Reserve,National,1.40140451504069,Designated,State Verified,814.3,13.25,1717.1608040201,Grassland,0,556.246032714844,0,0.52542353874511,7.4755730395272,5.85243059397837,19.7418266820871,19.7931693000546,-0.142924332940412,0.00671260119374661,0.00653808789940443,0.00649183200594196,0.00645782303691472,0.0070077931833108,0.00671260119374661
Hoogerop Private Nature Reserve,555570239,555570239,1,Hoogerop Private Nature Reserve,Nature Reserve,National,6.07420701369394,Designated,State Verified,545.425,17.2,1352.32585596222,Grassland,0.481481481481482,401.978271484375,0.296296296296296,0.417170122510755,0.0742928317564279,0.0206604697704788,0.344197046734256,0.101876199313983,-0.93652637975953,0.00318537278226234,0.00308724391688492,0.00275601477819617,0.00298249452646032,0.00350825401385507,0.00318537278226234
Hoopstad Nature Reserve,555570240,555570240,1,Hoopstad Nature Reserve,Nature Reserve,National,14.0937068150102,Designated,State Verified,487.785,17.85,1247.7968511935,Savanna,0.109375,507.3505859375,0.109375,0.45807301894743,4.72139069178832,4.02737532438899,11.4916953689004,11.7240453353605,-0.46812762262064,0.00503287000650796,0.00487758669197091,0.00460412875896676,0.00470250970766423,0.00572617684447173,0.00503287000650796
Jaagbos Private Nature Reserve,555570242,555570242,1,Jaagbos Private Nature Reserve,Nature Reserve,National,10.277262852852,Designated,State Verified,544.007692307692,17.7346153846154,1288.76907073509,Savanna,0,507.3505859375,0,0.586459539759197,4.28894753026226,3.1604431150446,14.8213937322255,14.5365224265449,-0.354778663526031,0.00550153374936056,0.00532896208591957,0.00509441825676992,0.0052191656820063,0.00664448443303002,0.00550153374936056
Jagersrust Game,555570243,555570243,1,Jagersrust Game,Nature Reserve,National,0.437135934222863,Designated,State Verified,737.3,14.4833333333334,1698.45,Grassland,0.5,943.659790039063,0.5,0.272226071758469,0,0,0,0,-0.940632212722561,0.0127131519385773,0.0124044047146051,0.0121598344006914,0.0130277812102625,0.01481113576944,0.0127131519385773
Jozina Game Reserve,555570244,555570244,1,Jozina Game Reserve,Nature Reserve,National,6.54278847281812,Designated,State Verified,506.833333333333,18.0333333333334,1265.49515608181,Savanna,0,507.3505859375,0,0.344379915682179,4.07946919135624,3.0713778505005,13.3496063398803,12.5545137683446,-0.434657934019537,0.00492179823038409,0.00478204702474,0.00450355451154351,0.00467762856269545,0.0057311827355074,0.00492179823038409
Juistzoo Game Farming,555570245,555570245,1,Juistzoo Game Farming,Nature Reserve,National,11.6742471759422,Designated,State Verified,694.76,14.3766666666667,1615.01508750754,Grassland,0.0566037735849057,497.847290039063,0.0188679245283019,0.451314105505331,0.938626604380056,0.570938362918508,2.98799702590345,2.18706913469075,-0.852488557913004,0.00318847361546048,0.00310701325212323,0.00284396025307078,0.0030828356051524,0.00395281493600946,0.00318847361546048
Kaaldraai Game Reserve,555570246,555570246,1,Kaaldraai Game Reserve,Nature Reserve,National,8.69568896448268,Designated,State Verified,505.15,17.75,1267.84950657895,Savanna,0,759.93310546875,0,0.351355617671729,2.65217894386562,2.57079885338429,5.66650395882363,6.40400343727815,-0.682536910922932,0.0065255322286791,0.00628335149560906,0.00608637932951047,0.00641598961715155,0.00796828087019386,0.0065255322286791
Kameeldoring Reserve,555570247,555570247,1,Kameeldoring Reserve,Nature Reserve,National,10.4340766523744,Designated,State Verified,484.921428571429,18.1142857142857,1245.27260273973,Savanna,0.183673469387755,507.3505859375,0.183673469387755,0.734062551744198,4.52838801874228,3.87976433714715,11.0246290634264,11.8707426553952,-0.462215400764675,0.00418019376947429,0.00404996934194944,0.00378954561587598,0.00393084390407433,0.00479150579512753,0.00418019376947429
Kanimo Game Reserve,555570248,555570248,1,Kanimo Game Reserve,Nature Reserve,National,14.2602893371697,Designated,State Verified,573.526315789474,16.3868421052632,1366.92731707317,Grassland,0,435.373474121094,0,0.483517316807689,1.4995555443489,0.791007672770852,5.05722757908625,3.17222357366077,-0.812784685993585,-0.00290010640744057,-0.00278785687925739,-0.00291216762458489,-0.00284969307292132,-0.00220915249783684,-0.00290010640744057
Kareeboombult Nature Reserve,555570249,555570249,1,Kareeboombult Nature Reserve,Nature Reserve,National,8.56437889009645,Designated,State Verified,515.244444444444,17.7944444444445,1281.50582362729,Savanna,0,507.3505859375,0,0.390865565628927,2.22380436643385,1.03593783202255,7.78831051610305,4.77826646251577,-0.748057655759767,0.00414815977892777,0.00402090798180134,0.00374167448456563,0.00391831233165837,0.00472081983320346,0.00414815977892777
Kareelaagte Game Reserve,555570250,555570250,1,Kareelaagte Game Reserve,Nature Reserve,National,4.27678171828845,Designated,State Verified,532.766666666667,17.6,1293.60696517413,Grassland,0.05,401.978271484375,0.05,0.200642371725144,0.231106827313168,0.0540202013447255,0.684532321516891,0.17823365573586,-0.933449007776071,0.00106831149071219,0.00101083529684044,0.000847918158071089,0.000860304327717765,0.00167178744617426,0.00106831149071219
Karoospruit Game Reserve,555570251,555570251,1,Karoospruit Game Reserve,Nature Reserve,National,6.67147840592356,Designated,State Verified,704.59,15.32,1608.5026795284,Grassland,0,818.64892578125,0,0.669036851337901,0.165009171150422,0.0508486624712157,0.369898421522586,0.13232486921796,-0.935299231972176,0.0116602042369167,0.0113636576147233,0.0110906545153594,0.0115606287041573,0.0131212620903593,0.0116602042369167
Kiepersol Game Reserve,555570252,555570252,1,Kiepersol Game Reserve,Nature Reserve,National,12.8289146169324,Designated,State Verified,757.764705882353,14.05,1643.80845225027,Grassland,3.38333333333333,497.847290039063,0.816666666666667,0.410533404574932,1.51008331276587,1.0316880412441,4.00752259854741,2.83628380034363,-0.82632379134073,0.00381677965516525,0.00369976578089604,0.00354085684763397,0.00382413510075254,0.00446151314737083,0.00381677965516525
Klein Paradys Bird Sanctuary,555570253,555570253,1,Klein Paradys Bird Sanctuary,Nature Reserve,National,0.455931661597747,Designated,State Verified,673.333333333333,16.2833333333334,1485.74603174603,Savanna,0,1470.22058105469,0,0.454975779394911,14.7250849277365,27.0746332970174,19.6403150511723,64.1221623771331,1.64363074292085,0.014612504297803,0.0144443735672331,0.0150724705075289,0.0159188060385326,0.0169830996091005,0.014612504297803
Klipfontein Nature Reserve,555570254,555570254,1,Klipfontein Nature Reserve,Nature Reserve,National,32.8225517341691,Designated,State Verified,599.6,17.1363636363637,1364.07484180668,Grassland,0.689189189189189,818.64892578125,0,0.49189025416305,2.06463855415615,1.7004494098322,7.15801011352292,7.40608832936112,-0.642150704827932,0.0117773659985939,0.0116503251683715,0.0117942912649455,0.0126542270530792,0.0138856023429736,0.0117773659985939
Klipfontein Reserve,555570255,555570255,1,Klipfontein Reserve,Nature Reserve,National,4.57856811040871,Designated,State Verified,595.64,17.2700000000001,1313.00618238022,Grassland,0.1,549.210327148438,0.1,0.581813227420504,0.540007814059995,0.240424459072488,1.37642449041237,0.72495144811015,-0.911415088680918,0.00284330781494242,0.00276885417315245,0.00254969812110052,0.00266998320631593,0.00333486622660428,0.00284330781494242
Klipnek Nature Reserve,555570256,555570256,1,Klipnek Nature Reserve,Nature Reserve,National,5.24734814935182,Designated,State Verified,519.5,16.8071428571429,1375.73825503356,Nama-Karoo,0.0909090909090909,359.695587158203,0.0909090909090909,0.145348350471814,0.181651835254689,0.102359977782469,0.341029492952466,0.206525511529691,-0.932308784300069,-0.00156467453313691,-0.00143226409965653,-0.00144413606860325,-0.00124776486771458,-0.000819226537956451,-0.00156467453313691
Korannaberg Private Nature Reserve,555570257,555570257,1,Korannaberg Private Nature Reserve,Nature Reserve,National,16.9261946652228,Designated,State Verified,694.557142857143,14.1928571428572,1684.27268925136,Grassland,1.02564102564103,556.246032714844,0.243589743589744,0.334104319978063,6.50224011101137,6.26538643391447,15.4896883788771,17.7194496220487,-0.226499757498623,0.00514369987509652,0.00495267172670253,0.0047760861391126,0.00486647006653959,0.00556408886538137,0.00514369987509652
Kukuzan Reserve,555570258,555570258,1,Kukuzan Reserve,Nature Reserve,National,60.1811285241629,Designated,State Verified,706.175641025641,13.9692307692308,1701.37773571513,Grassland,0.351648351648352,527.364074707031,0.032967032967033,0.462909690482836,0.455873313977987,0.288481730811526,0.836946676720575,0.584536249294187,-0.917074127354242,0.0109671779449146,0.010661224870796,0.0103402568752882,0.010788268695953,0.012050312086301,0.0109671779449146
Lake Warden Game Reserve,555570259,555570259,1,Lake Warden Game Reserve,Nature Reserve,National,45.9292069156947,Designated,State Verified,493.286885245902,18.1729508196722,1242.15625,Savanna,0.352380952380952,507.3505859375,0.204761904761905,0.610625413634763,3.05089802306058,3.38514567745576,7.37723941842895,10.1017150914223,-0.533511068777231,0.00438786111799823,0.00423459185166186,0.00407143395578265,0.00419618830464811,0.00506252017129855,0.00438786111799823
Lake Warden Reserve,555570260,555570260,1,Lake Warden Reserve,Nature Reserve,National,29.270717534118,Designated,State Verified,496.466666666667,18.1525641025641,1245.51962935869,Savanna,0.503759398496241,507.3505859375,0.270676691729323,0.693543121819016,3.05215693793764,3.45700730538221,6.90520644220371,9.70961473922633,-0.549313567905616,0.0043508503289611,0.00419746899484103,0.0040274021051325,0.00412672330361999,0.0050268502036707,0.0043508503289611
Las Vacus Private Nature Reserve,555570262,555570262,1,Las Vacus Private Nature Reserve,Nature Reserve,National,12.1166444817897,Designated,State Verified,512.25,17.73125,1270.7224852071,Grassland,0.134615384615385,759.93310546875,0,0.42546789115485,2.41614124773401,1.71097668788543,6.07691616263085,5.22340223935978,-0.730117713379724,0.00756939357342507,0.00733913210799896,0.00715673400327838,0.00771200991135248,0.00963885210411229,0.00756939357342507
Leeufontein Reserve,555570264,555570264,1,Leeufontein Reserve,Nature Reserve,National,35.5338737090866,Designated,State Verified,499.872916666667,17.6166666666667,1290.8671875,Savanna,0.51219512195122,454.664428710938,0.451219512195122,0.014949123549595,0.324385177584681,0.130004652139761,1.26130610342107,0.6534357088891,-0.914297328904313,0.00270541662972646,0.00255498786459487,0.00231148387854913,0.00247495590286934,0.00311223026637536,0.00270541662972646
Leeuwkop Game Reserve,555570265,555570265,1,Leeuwkop Game Reserve,Nature Reserve,National,8.06688670744307,Designated,State Verified,533.590909090909,17.2954545454546,1362.12522045855,Savanna,0,401.978271484375,0,0.244242611005712,1.80415320116509,0.815493540791882,5.9394575523714,3.49909333294727,-0.799611121988117,0.00121499860230306,0.00114206439754198,0.00087987508748006,0.00101748369716025,0.00172010248826315,0.00121499860230306
Leeuwpoort Safaris,555570266,555570266,1,Leeuwpoort Safaris,Nature Reserve,National,14.5134230605119,Designated,State Verified,670.79,16.015,1515.4995049505,Grassland,0.1,818.64892578125,0,0.585966427308135,1.32062838304912,0.665102526383429,3.86253358996013,2.2998970595439,-0.847941346531622,0.0136021440232122,0.0134884962988542,0.013449556567569,0.0144215301509671,0.0160101025651646,0.0136021440232122
